oid;OBJEKT Inventarnummer;OBJEKT Sammlung;classification;webtext;datierung;herstellung;herkunft;OBJEKT -> Inhalt;OBJEKT -> Masse;OBJEKT -> Material und Technik
"403557";"LM-92299";"Technologie und Brauchtum";"Architekturmodell";"Modell einer 'Idealarteplage' f�r die Expo 2001, von Paolo Ugolini. Herstellung: Architekt Paolo Ugolini, Winterthur (Modell gebaut im B�ro Bellprat Ass. (Xavier Bellprat), zusammen mit Barbara Zimmermann. Mitteilungen von Xavier Bellprat, 14./15. 6.07.). 1997. 28 x 160 x 160 cm. Grundplatte: Plattenwerkstoff (Holz). Objet trouv�: Kunststoff. Objet trouv�: Papier.  Objet trouv�: Metall, bemalt. Gras: Zellulose, gef�rbt. Strand: Kunststoff. Pavillondach: Draht, bemalt. ";"1997";"Architekt Paolo Ugolini, Winterthur (Modell gebaut im B�ro Bellprat Ass. (Xavier Bellprat), zusammen mit Barbara Zimmermann. Mitteilungen von Xavier Bellprat, 14./15. 6.07.)";"";"";"H�he 28 cm, L�nge 160 cm, Breite 160 cm.";"Grundplatte: Plattenwerkstoff (Holz). Objet trouv�: Kunststoff. Objet trouv�: Papier.  Objet trouv�: Metall, bemalt. Gras: Zellulose, gef�rbt. Strand: Kunststoff. Pavillondach: Draht, bemalt."
"403561";"LM-92301";"Technologie und Brauchtum";"Architekturmodell";"Expo.02,  Arteplage Neuch�tel, Modell 3 des Pavillons 'Manna'. Herstellung: Schweizer Andrin & Partner-Meury Ralph. 2000. 37 cm. � 115 cm. ";"2000";"Schweizer Andrin & Partner-Meury Ralph. ";"";"";"H�he 37 cm, Durchmesser 115 cm.";" ."
"388000";"LM-92304";"Technologie und Brauchtum";"Schneckenbohrer (Schreinerei)";"Runder, geschmiedeter Schaft mit vierkantigem Befestigungsende. 1800 - 1900. Herkunft: Prangins (VD), Institut Morave. 25,7 cm. Stahl. ";"1800 - 1900 (Jahrhundert)";"";"  ";"";"L�nge 25.7 cm.
Schaft: Durchmesser 1.08 cm.
Bohrer: Durchmesser 0.85 cm.";"Stahl."
"388001";"LM-92305";"Technologie und Brauchtum";"Schneckenbohrer (Schreinerei)";"Runder Schaft mit abgeplattetem Befestigungsende, Bezeichnung '7' an Halterung. 1900 - 1910. Herkunft: Prangins (VD), Institut Morave. 15,2 x 1,2 cm. Stahl. ";"1900 - 1910 (Anfang Jh.)";"";"  ";"";"L�nge 15.2 cm, Breite 1.2 cm.
Bohrer: Durchmesser 0.72 cm.";"Stahl."
"388103";"LM-92306";"Technologie und Brauchtum";"Stechbeitel (Schreinerei)";"Im Querschnitt rechteckige Klinge, nach vorn verj�ngt, mit einseitigem Anschliff. 1900 - 1910. Herkunft: Prangins (VD), Institut Morave. 21,9 cm. Stahl. Hagebuchenholz. ";"1900 - 1910 (Anfang Jh.)";"";"  ";"";"L�nge 21.9 cm.
Klinge: L�nge 11.7 cm, Breite 1 cm.";"Stahl. Hagebuchenholz."
"388104";"LM-92307";"Technologie und Brauchtum";"Holzraspel (Schreinerei)";"Im Querschnitt quadratische, l�ngliche, in absoluten Spitz zulaufende Klinge. 1900 - 1910. Herkunft: Prangins (VD), Institut Morave. 18,8 cm. Stahl. Tannenholz. ";"1900 - 1910 (Anfang Jh.)";"";"  ";"";"L�nge 18.8 cm.
Klinge: L�nge 9.2 cm, Tiefe 0.3 cm.
Heft: Durchmesser 1.4 cm.";"Stahl. Tannenholz."
"388110";"LM-92313";"Technologie und Brauchtum";"Dreikantfeile (Schlosserei)";"Feinhiebig gleichseitig an gedrechseltem Buchenholzheft. 'MADE IN SWITZERLAND'. 1900 - 2000. Herkunft: Prangins (VD), Institut Morave. 19 cm. Stahl. Buchenholz. ";"1900 - 2000 (Jahrhundert)";"";"  ";"";"L�nge 19 cm.
Klinge: L�nge 110 cm, Breite 0.43 cm.
Griff: Durchmesser 2.7 cm.";"Stahl. Buchenholz."
"388111";"LM-92314";"Technologie und Brauchtum";"Flachspitzfeile (Schlosserei)";"Feinhiebige, schwertf�rmige Flachfeile mit Kreuzhieb. 'GROBET SWISS VALLORBE'. Herstellung: Werkzeugmacher Grobet & Swiss, Vallorbe. 1900 - 2000. Herkunft: Prangins (VD), Institut Morave. 17,8 x 1,35 x 0,3 cm. Stahl. ";"1900 - 2000 (Jahrhundert)";"Werkzeugmacher Grobet & Swiss, Vallorbe. ";"  ";"";"L�nge 17.8 cm, Breite 1.35 cm, Tiefe 0.3 cm.";"Stahl. "
"388005";"LM-92600";"Technologie und Brauchtum";"Architekturmodell";"Supermarkt der Verg�nglichkeit. Projekt von Andrin Schweizer & Partner. Herstellung: Architekt Schweizer Andrin & Partner-Meury Ralph (Andrin Schweizer entwickelte das Projekt im Auftrag der K�nstlerischen Direktion / Cuisine f�r die Jury. Die Cuisine �bernahm die Idee m�glicherweise von den Autoren des Projekts LM 108195.). 1998. 14,5 x 15 x 8 cm. Schachtel: Karton, bedruckt. 

Literatur:
Keller, Roman; Wiskemann, Barbara (Hg.), Expomat. 1341 Projekte der Mitmachkampagne f�r eine Schweizer Landesausstellung/1341 projets pour la campagne de participation � une Exposition Nationale Suisse, Patrick Frey, Z�rich 2002, S. 97 und 551 f. (Kopie in Nachweisakte). ";"1998";"Architekt Schweizer Andrin & Partner-Meury Ralph (Andrin Schweizer entwickelte das Projekt im Auftrag der K�nstlerischen Direktion / Cuisine f�r die Jury. Die Cuisine �bernahm die Idee m�glicherweise von den Autoren des Projekts LM 108195.)";"";"";"H�he 14.5 cm, Breite 15 cm, Tiefe 8 cm.";"Schachtel: Karton, bedruckt."
"391070";"LM-94291";"Technologie und Brauchtum";"Computer";"Computer. LM-94291. Exophor. Tastatur, Bildschirm und Diskettenlaufwerk in einem Geh�use. Um 1979. 29,5 x 49,5 x 55 cm. ";"1979 (Um)";"";"";"";"H�he 29.5 cm, Breite 49.5 cm, Tiefe 55 cm.";""
"-473617";"LM-94297.1";"Technologie und Brauchtum";"Schreibmaschine";"Schreibmaschine. Elektronische Schreibmaschine mit Typenrad. Olivetti & Co SpA. 1983. 13 x 47 x 40 cm. 
Ist Teil von:
Schreibmaschine. Olivetti Praxis 40, elektronsich, mit Typenr�der f�r div. Schriften. Herstellung: Olivetti & Co SpA. 1983. 13 x 47 x 40 cm. ";"1983";"Olivetti & Co SpA. ";"";"";"H�he 13 cm, Breite 47 cm, Tiefe 40 cm";""
"-473618";"LM-94297.2";"Technologie und Brauchtum";"Schreibmaschinenzubeh�r";"Schreibmaschinenzubeh�r. Typenrad f�r die Schrift MIKRON 15. Olivetti & Co SpA. 1983. 1,5 cm. � 9,5 cm (Inkl. Verpackung). Kunststoff. 
Ist Teil von:
Schreibmaschine. Olivetti Praxis 40, elektronsich, mit Typenr�der f�r div. Schriften. Herstellung: Olivetti & Co SpA. 1983. 13 x 47 x 40 cm. ";"1983";"Olivetti & Co SpA. ";"";"";"Inkl. Verpackung: H�he 1.5 cm, Durchmesser 9.5 cm";"Kunststoff."
"395363";"LM-94409";"Technologie und Brauchtum";"Ruderfahrzeuge";"Kinder-Ruderfahrzeug, sog. 'Holl�nder'. Um 1900. ";"1900 (Um)";"";"";"";"";""
"401300";"LM-94954";"Technologie und Brauchtum";"Treppengel�nder";"Beidseitig ansteigend mit geradem Mittelteil, blau, mit Sitzplatzanzeige. Inhalt: Hallenstadion AG Z�rich. 1939. 200 x 422 cm. Stahlrohr. Brett: Sperrholz. ";"1939";"";"";"Hallenstadion AG Z�rich. ";"H�he 200 cm, L�nge 422 cm.
H�he 200 cm (Gel�nderh�he).";"Stahlrohr. Brett: Sperrholz."
"401301";"LM-94955";"Technologie und Brauchtum";"Treppengel�nder";"Eckteil, 3 Tragpfosten mit zwei parallel laufenden Querstangen, blau. Inhalt: Hallenstadion AG Z�rich. 1939. 100 x 175 cm. Stahlrohr. ";"1939";"";"";"Hallenstadion AG Z�rich. ";"H�he 100 cm, L�nge 175 cm.
H�he 100 cm (ganze H�he).";"Stahlrohr."
"402916";"LM-95537.1-3";"Technologie und Brauchtum";"Leuchtreklame";"Aussenleuchtschrift vom Warenhaus 'EPA' an der Sihlporte in Z�rich. Um 1970. 115 x 80 x 12 cm (Buchstabe E). Plexiglas. ";"1970 (Um)";"";"";"";"H�he 115 cm, Breite 80 cm, Tiefe 12 cm (Buchstabe E).
H�he 115 cm, Breite 90 cm, Tiefe 12 cm (Buchstabe P).
H�he 130 cm, Breite 109 cm, Tiefe 12 cm (Buchstabe A).";"Plexiglas."
"407977";"LM-95722";"Technologie und Brauchtum";"Grabkreuz";"Radkreuz auf Sockel, im Medaillon in der Vierung Christus mit Segensgestus. Inhalt: Gebhard Utinger-Heyer. Herstellung: Hersteller Ernst Schindler. Datiert nach Inschrift 1960. 256 x 126 cm. � 75 cm (Dm=Medaillon). Eisen, handgeschmiedet. 

Literatur:
Dariusz Stoces, Zespol krat zelaznych w bazylices Swietej Rodziny w Branicach, dzielo Gebharda Utingera (Das Eisengitterensemble in der Basilika der Hl. Sippe ind Branitz, ein Werk von Gebhard Utinger), Magisterarbeit bei Dr. Okon, Institut f�r Kunstgeschichte der Universit�t Breslau, 2002. - Joanna Drejer, Ein vergessenes Werk: Gebhard Utinger und sein Projekt f�r das Kunstmuseum Basel. Abschlussarbeit im Rahmen des Nachdiplomstudiums 'Architektur' an der ETH Z�rich, Institut f�r die Geschichte und Theorie der Architektur (gta), Z�rich 1993. ";"1960 (Datiert nach Inschrift)";"Hersteller Ernst Schindler. ";"";"Gebhard Utinger-Heyer. ";"H�he 256 cm, Breite 126 cm, Durchmesser 75 cm (Dm=Medaillon).";"Eisen, handgeschmiedet."
"401839";"LM-96832";"Technologie und Brauchtum";"Medikament";"Kaliumiodid aus Armeeapotheke gegen Strahlenkrankheit. 2004 verteilt die Beh�rde Jod Tabletten an alle Haushalte, die 20 km im Umkreis eines AKW`s liegen. 2004 - 2005. ";"2004 - 2005";"";"";"";"";""
"402479";"LM-97041";"Technologie und Brauchtum";"Schaukelpferd";"Schaukelpferd. LM-97041. Schimmel mit M�hne und Schweif aus Haaren. Aufgemalter Sattel. Um 1900. 70 x 37 x 95 cm. Holz, bemalt. ";"1900 (Um)";"";"";"";"H�he 69.5 cm, Breite 37 cm, Tiefe 95 cm.";"Gesamt: Hartholz, massiv, bemalt. Schwanz, M�hne: Rosshaar."
"402447";"LM-97141.1-2";"Technologie und Brauchtum";"Becher";"Weisser Becher mit blauer Inschrift auf oranger Wolke. Herstellung: Wander AG (von 1865); Ornapress AG (1949 - 1993). 1950 - 2000. 10,5 cm. � 7 cm. Kunststoff. ";"1950 - 2000 (2. H�lfte)";"Wander AG (von 1865); Ornapress AG (1949 - 1993)";"";"";"H�he 10.5 cm, Durchmesser 7 cm.";"Kunststoff."
"405160";"LM-97720.1-5";"Technologie und Brauchtum";"Puppe";"5 Spielzeugpuppen mit Unterhosen und Augenbinden, 2 Transparente. Inhalt: Greenpeace. Herstellung: Hersteller Ott Heidi. 2001. 40 x 16 cm. Holz. . ";"2001";"Hersteller Ott Heidi. ";"";"Greenpeace. ";"H�he 40 cm, Breite 16 cm.";"Holz.  ."
"405217";"LM-97729";"Technologie und Brauchtum";"Fass";"Attrappe eines Fasses mit Atom-Signet.Wird f�r Demonstationen und Blockaden im Zusammenhang mit Atomkraftnutzung verwendet.  1990 1. Atomtransport-Blockade in der Schweiz. Inhalt: Greenpeace. 1986 - 2004. 87 cm. � 60 cm 300000 g. Metall, lackiert. ";"1986 - 2004";"";"";"Greenpeace. ";"H�he 87 cm, Durchmesser 60 cm, Gewicht 300000 g.";"Metall, lackiert."
"403457";"LM-97843";"Technologie und Brauchtum";"";"Tamiflu, (Roche) Medikament gegen Grippe, - vermutl. wirksam gegen Vogelgrippe. Herstellung: Hoffmann La Roche. 2005. 1,8 x 13 x 5,2 cm. ";"2005";"Hoffmann La Roche. ";"";"";"H�he 1.8 cm, L�nge 13 cm, Breite 5.2 cm.";""
"403458";"LM-97844";"Technologie und Brauchtum";"Ausstellungskatalog";"B�chlein mit Plakaten; Kunstgewerbeschule Basel nach Schweizerhalleungl�ck 1986. Nov. 1986. 0,5 x 15 x 10 cm. ";"11.1986";"";"";"";"H�he 0.5 cm, L�nge 15 cm, Breite 10 cm.";""
"403459";"LM-97845.1-2";"Technologie und Brauchtum";"Tabakpfeife";"Tabakpfeife von Alt-Bundesrat Otto Stich mit schwarzem Lederbeutel. 1983. 7 x 19 x 5 cm. ";"1983";"";"";"";"H�he 7 cm, L�nge 19 cm, Breite 5 cm.";""
"404667";"LM-97877.1-2";"Technologie und Brauchtum";"Becher";"Konische Form, weiss mit oranger Inschrift 'Ovomaltine', zwei Designs. Herstellung: Wander AG (von 1865), Bern. 1950 - 1980. 11,2 cm. � 6,8 cm. Kunststoff. ";"1950 - 1980";"Wander AG (von 1865), Bern. ";"";"";"H�he 11.2 cm, Durchmesser 6.8 cm.";"Kunststoff."
"407250";"LM-99110";"Technologie und Brauchtum";"Ellenstab";"Eichstab f�r Fuss und Elle, geeicht V A R. Herstellung: Ernst Theodor Hohl (1915 - 1997), Heiden (Aus seinem Nachlass). Datiert 1853. Herkunft: Heinrich Hohl (1874 - 1956), Heiden. 3,3 x 64 x 3,2 cm. Metall. ";"1853 (Datiert)";"Ernst Theodor Hohl (1915 - 1997), Heiden (Aus seinem Nachlass). ";"   (Wahrscheinlich aus seinem Besitz)";"";"H�he 3.3 cm, L�nge 64 cm, Breite 3.2 cm.";"Metall."
"407580";"LM-99111";"Technologie und Brauchtum";"Metermass";"Eichmeter, geeicht (H/E/W/E), in Holzkasten. Herstellung: SIP Soci�t� genevoise-d'instruments de physique (1862 - 2004), Gen�ve. 1875 - 1900. Herkunft: Heinrich Hohl (1874 - 1956), Heiden; Ernst Theodor Hohl (1915 - 1997), Heiden. 4 x 102,5 x 8 cm. Metall. ";"1875 - 1900";"SIP Soci�t� genevoise-d'instruments de physique (1862 - 2004), Gen�ve. ";"   (Wahrscheinlich aus seinem Besitz)   (Aus seinem Nachlass)";"";"Mass: H�he 4 cm, L�nge 102.5 cm, Tiefe 8 cm.
Kasten: H�he 4 cm, L�nge 104.5 cm, Tiefe 8 cm.";"Metall."
"407603";"LM-99112";"Technologie und Brauchtum";"Metermass";"Eichmeter mit Schieber aus Messing und T-Eisen, geeicht, in Holzkasten. Herstellung: Heinrich Hohl (1874 - 1956), Heiden (Wahrscheinlich aus seinem Besitz). 1875 - 1900. Herkunft: Ernst Theodor Hohl (1915 - 1997), Heiden. 8,3 x 112 x 15 cm. Messing. Metall. ";"1875 - 1900";"Heinrich Hohl (1874 - 1956), Heiden (Wahrscheinlich aus seinem Besitz). ";"   (Aus seinem Nachlass)";"";"Mass: H�he 8.3 cm, L�nge 112 cm, Tiefe 15 cm.
Kasten: H�he 8.3 cm, L�nge 126 cm, Tiefe 15 cm.";"Messing. Metall."
"407609";"LM-99113";"Technologie und Brauchtum";"Modell (Mech. Werkstatt)";"Dampfmaschine auf Sockel, mit Aufziehmechanismus auf der Sockelunterseite. Um 1890 - 1900. Herkunft: Theodor Ernst Hohl (1878 - 1912), Heiden. 5,5 x 12,2 x 7,5 cm. Metall. ";"1890 - 1900 (Um)";"";"  ";"";"H�he 5.5 cm, Breite 12.2 cm, Tiefe 7.5 cm.";"Metall."
"404886";"LM-99178";"Technologie und Brauchtum";"B�geleisen (unbestimmt)";"Massives schiffsf�rmiges Stahlgussgeh�use f�r Gasbetrieb mit abschraubbarer R�ckwand. Heizung durch eingebauten Bunsenbrenner. Hinten Anschluss f�r Gasschlauch. 1890 - 1900. Herkunft: Z�rich. 25 x 8,2 cm. Stahl, gegossen. ";"1890 - 1900 (Ende Jh.)";"";"  ";"";"L�nge 25 cm, Breite 8.2 cm.
Sohle: L�nge 17.2 cm, Breite 8.2 cm.";"Stahl, gegossen."
"406135";"LM-99401.1-2";"Technologie und Brauchtum";"Produktewerbung";"Werbeschilder 'Schweizer Jugendherberge', gegr. 1924, Netz von 'Herbergen' - g�nstige �bernachtungsm�glichkeiten. Weltweites Netz. Herstellung: Meierhofer. 1950 - 2000. Herkunft: Jugendherberge, Z�rich. 26,5 x 30 cm. Metallblech, beschichtet. ";"1950 - 2000";"Meierhofer. ";"Besitzer ";"";"H�he 26.5 cm, Breite 30 cm.";"Metallblech, beschichtet."
"406137";"LM-99402.1-3";"Technologie und Brauchtum";"Teller";"3 unterschiedlich grosse beige Kunststoff-Teller mit SJH-Signet. Herstellung: Ornamin-Kunstsoffwerke. Um 1960. Herkunft: Jugendherberge, Z�rich. 1,5 cm. � 23 cm. Ornamin. ";"1960 (Um)";"Ornamin-Kunstsoffwerke. ";"Besitzer ";"";"H�he 1.5 cm, Durchmesser 23 cm.";"Ornamin."
"406800";"LM-99800";"Technologie und Brauchtum";"Schuhe (Herren)";"Holzschuhe mit Lederriemen und Steigeisen f�r Wildheuer. Inhalt: Alpwirtschaft. Um 1960. 10 x 31 x 13,5 cm. Sohle: Holz, geschnitzt. ";"1960 (Um)";"";"";"Alpwirtschaft. ";"Gesamtobjekt: H�he 10 cm, L�nge 31 cm, Breite 13.5 cm.";"Sohle: Holz, geschnitzt."
"406795";"LM-99801";"Technologie und Brauchtum";"Schuhe (Herren)";"Holzschuhe mit Lederriemen und Steigeisen f�r Wildheuer. Inhalt: Alpwirtschaft. Um 1960. 10 x 30,7 x 13 cm. Sohle: Holz, geschnitzt. ";"1960 (Um)";"";"";"Alpwirtschaft. ";"Gesamtobjekt: H�he 10 cm, L�nge 30.7 cm, Breite 13 cm.";"Sohle: Holz, geschnitzt."
"415979";"LM-110300.1-3";"Technologie und Brauchtum";"Tonbandger�t (Spulen)";"Revox-Stereo-Ger�t, gr�n-beiger Tragkoffer, mit einer bespielten und einer leeren Spule. Typ D36. Herstellung: Studer-Revox (1949 - 1994), Z�rich. Ab 1960. ";"1960 (Ab)";"Studer-Revox (1949 - 1994), Z�rich. ";"";"";"";""
"-413076";"LM-110300.1";"Technologie und Brauchtum";"Tonbandger�t (Spulen)";"Tonbandger�t (Spulen). Revox-Stereo Modell D 36 in Tragkoffer mit Schl�ssel, auf die Seiten F�cher f�r Spulen. Herstellung: Studer-Revox (1949 - 1994), Z�rich. Ab 1960. 33,5 x 47 x 28 cm. Metall. Koffer: Holz, �berzogen. 
Ist Teil von:
Revox-Stereo-Ger�t, gr�n-beiger Tragkoffer, mit einer bespielten und einer leeren Spule. Typ D36. Herstellung: Studer-Revox (1949 - 1994), Z�rich. Ab 1960. ";"1960 (Ab)";"Studer-Revox (1949 - 1994), Z�rich. ";"";"";"H�he 33.5 cm, Breite 47 cm, Tiefe 28 cm";"Metall. Koffer: Holz, �berzogen."
"-413077";"LM-110300.2";"Technologie und Brauchtum";"Tonbandspule";"Tonbandspule. Agfa Magnettonband PE 31 360 m, Langspiel-Band. Aufnahme: 'Feier Wildegg - M�rikon 1. Sept. 1960'. In Originalschachtel. Herstellung: Agfa AG, M�nchen. Um 1960. 2 x 15 x 15 cm. 
Ist Teil von:
Revox-Stereo-Ger�t, gr�n-beiger Tragkoffer, mit einer bespielten und einer leeren Spule. Typ D36. Herstellung: Studer-Revox (1949 - 1994), Z�rich. Ab 1960. ";"1960 (Um)";"Agfa AG, M�nchen. ";"";"";"Schachtel: H�he 2 cm, Breite 15 cm, Tiefe 15 cm";""
"-413078";"LM-110300.3";"Technologie und Brauchtum";"Tonbandspule";"Tonbandspule. Agfa Magnettonband PE 31 1000 m Langspiel-Band. Leerspule in Originalschachtel. Herstellung: Agfa AG, M�nchen. 2 x 26 x 26 cm. 
Ist Teil von:
Revox-Stereo-Ger�t, gr�n-beiger Tragkoffer, mit einer bespielten und einer leeren Spule. Typ D36. Herstellung: Studer-Revox (1949 - 1994), Z�rich. Ab 1960. ";"";"Agfa AG, M�nchen. ";"";"";"Schachtel: H�he 2 cm, Breite 26 cm, Tiefe 26 cm";""
"416141";"LM-110855";"Technologie und Brauchtum";"Tintenfass";"Skulptural mit Auflage f�r die Feder. Holzdeckel lose. 1930 - 1950. 8 x 16 x 14 cm. Gesamtobjekt: Birkenholz, massiv, geschnitzt. ";"1930 - 1950";"";"";"";"H�he 8 cm, Breite 16 cm, Tiefe 14 cm.";"Gesamtobjekt: Birkenholz, massiv, geschnitzt."
"416142";"LM-110856";"Technologie und Brauchtum";"L�schpapierwiege";"2  kleine seitliche lose Holzleisten zur Fixierung des L�schpapiers. 1930 - 1950. 7 x 16 x 8,5 cm. Gesamtobjekt: Birkenholz, massiv, geschnitzt. ";"1930 - 1950";"";"";"";"H�he 7 cm, Breite 16 cm, Tiefe 8.5 cm.";"Gesamtobjekt: Birkenholz, massiv, geschnitzt."
"416144";"LM-110858";"Technologie und Brauchtum";"Schale";"Polygonal. Rand an den Schmalseiten nach innen gebogen.  Angedeutete Griffe. Herstellung: Entwerfer Friedrich Bergmann (1900 - 1996), Dornach. 1930 - 1950. 7 x 33 x 23 cm. Gesamtobjekt: Birkenholz, massiv, geschnitzt. ";"1930 - 1950";"Entwerfer Friedrich Bergmann (1900 - 1996), Dornach. ";"";"";"H�he 7 cm, Breite 33 cm, Tiefe 23 cm.";"Gesamtobjekt: Birkenholz, massiv, geschnitzt."
"421284";"LM-111576.1-37";"Technologie und Brauchtum";"Kegelbahn";"Automatische Anlage. Herstellung: Hersteller HEWA-Kegelbahnen, H�swil (Eine der ersten Alagen, die von der Fa. HEWA 1932 gebaut wurde.); Gasthaus Ibach (bis 1985), Luzern (Die Kegelbahnanlage Wurde 1932 beim Gasthof Ibach in Luzern (in der N�he der Brauerei) montiert und ca. 1985 nach Hellb�hl transportiert (Gasthof Sternen)). 1932. Herkunft: Gasthaus Sternen (bis 2006), Hellb�hl. ";"1932";"Hersteller HEWA-Kegelbahnen, H�swil (Eine der ersten Alagen, die von der Fa. HEWA 1932 gebaut wurde.); Gasthaus Ibach (bis 1985), Luzern (Die Kegelbahnanlage Wurde 1932 beim Gasthof Ibach in Luzern (in der N�he der Brauerei) montiert und ca. 1985 nach Hellb�hl transportiert (Gasthof Sternen))";"   (Die Kegelbahnanlage stand beim Gasthof Sternen ab ca. 1985 und wurde bis 2006 ben�tzt.)";"";"";""
"418351";"LM-112487";"Technologie und Brauchtum";"K�hlschrank";"K�hlschrank. Herstellung: General Electrics, USA. 1955. 150 x 60 x 60 cm. ";"1955";"General Electrics, USA. ";"";"";"H�he 150 cm, Breite 60 cm, Tiefe 60 cm.";""
"423405";"LM-115986";"Technologie und Brauchtum";"Tonbandger�t (Spulen)";"Im Braunen Koffer. R�hrentonband, Typ T26. Herstellung: Studer-Revox (1949 - 1994). Ab Mai 1951. 30,5 x 58 x 37 cm. Eisen. Bakelit. Koffer: Kunstleder. Griff: Leder. ";"5.1951 (Ab)";"Studer-Revox (1949 - 1994). ";"";"";"H�he 30.5 cm, Breite 58 cm, Tiefe 37 cm.";"Eisen. Bakelit. Koffer: Kunstleder. Griff: Leder."
"423574";"LM-116035";"Technologie und Brauchtum";"B�chse (S�sswaren)";"Ricola Kr�uter Zucker. Herstellung: Designer Anonym (Vermutlich firmeneigener Gestalter der Thuner Blechdosenfabrik). 1950 - 1960. Herkunft: Ricola, Laufen. 25,1 cm. � 14,2 cm. B�chse: Blech. Etiketten: Papier, geklebt. 

Literatur:
Hubert Steinke. 'Chrut und Uchrut': Alpenkr�uter. In: Felix Graf, Eberhard Wolf (Hg.). Zauber Berge: die Schweiz als Kraftraum und Sanatorium. Baden: hier + jetzt, 2010, S. 79-85. ";"1950 - 1960";"Designer Anonym (Vermutlich firmeneigener Gestalter der Thuner Blechdosenfabrik). ";"  ";"";"H�he 25.1 cm, Durchmesser 14.2 cm.";"B�chse: Blech. Etiketten: Papier, geklebt."
"423755";"LM-116199";"Technologie und Brauchtum";"Transistorradio";"Herstellung: Sanyo Electric Co., LTD, Japan. 1974 - 1974. 22 x 21 x 9 cm. Kunststoff. Elektronische Elemente. ";"1974 - 1974";"Sanyo Electric Co., LTD, Japan. ";"";"";"H�he 22 cm, Breite 21 cm, Tiefe 9 cm.";"Kunststoff. Elektronische Elemente."
"424694";"LM-116246";"Technologie und Brauchtum";"Skischuhe (Herren)";"Schwarzer Schnallenskischuh aus einer der ersten Serien. Nur linker Schuh. Herstellung: Produzent Henke, Stein am Rhein. Um 1960. 21,2 x 33 x 11,5 cm. Leder. Schnalle: Eisendraht. Schnalle: Aluminium. ";"1960 (Um)";"Produzent Henke, Stein am Rhein. ";"";"";"H�he 21.2 cm, L�nge 33 cm, Breite 11.5 cm.";"Leder. Schnalle: Eisendraht. Schnalle: Aluminium."
"423826";"LM-116263";"Technologie und Brauchtum";"Frauenbewegung";"Trillerpfeife, Marsch nach Bern 1969. 1969. Herkunft: Bern. 5 x 2,3 x 1,7 cm. Kunststoff. ";"1969";"";"  ";"";"L�nge 5 cm, Breite 2.3 cm, Tiefe 1.7 cm.";"Kunststoff."
"423830";"LM-116267";"Technologie und Brauchtum";"Frauenbewegung";"Trillerpfeife - Marsch nach Bern 1969. Herstellung: Bern. 1969. 4,8 x 1,8 cm. ";"1969";"Bern. ";"";"";"L�nge 4.8 cm, Breite 1.8 cm.";""
"424359";"LM-116910";"Technologie und Brauchtum";"";"Solarpanel, D�nnschicht, 9 Watt, 12 Volt. 10. Juni 2011 - 10. Juni 2011. ";"10.6.2011 - 10.6.2011";"";"";"";".L�nge 59 cm, Breite 22.5 cm, Tiefe 2 cm.";""
"425304";"LM-118055";"Technologie und Brauchtum";"Dose (Lebensmittelverpackung)";"Ovomaltine. Herstellung: Deutschland (Diese Dose wurde f�r den Vertrieb von Ovomaltine in Deutschland verwendet). 1950 - 1960. 14,8 cm. � 10,1 cm. Eisenblech. ";"1950 - 1960";"Deutschland (Diese Dose wurde f�r den Vertrieb von Ovomaltine in Deutschland verwendet). ";"";"";"H�he 14.8 cm, Durchmesser 10.1 cm.";"Eisenblech."
"428254";"LM-118723";"Technologie und Brauchtum";"Schallplatte";"Doppel-Langspielplatte von Mani Matter 'I han es Z�ndh�lzli az�ndt' (2 Platten in Umschlag). Herstellung: Zytglogge Verlag, G�mligen. Um 1975. 31 x 31,5 x 0,05 cm. Schellack. Umschlag: Karton. ";"1975 (Um)";"Zytglogge Verlag, G�mligen. ";"";"";"H�he 31 cm, Breite 31.5 cm, Tiefe 0.05 cm.";"Schellack. Umschlag: Karton."
